"phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body mass","body mass - units","body mass - minimum","body mass - maximum","body mass - method","body mass - comments","body mass - metadata comment","original body mass","original body mass - units","metabolic rate","metabolic rate - units","metabolic rate - minimum","metabolic rate - maximum","metabolic rate - method","metabolic rate - comments","metabolic rate - metadata comment","original metabolic rate","original metabolic rate - units","original respiratoryQuotient","original temperature","mass-specific metabolic rate","mass-specific metabolic rate - units","brain size","brain size - units","brain size - minimum","brain size - maximum","brain size - method","brain size - comments","brain size - metadata comment","original brain size","original brain size - units"
"Chordata","Aves","Psittaciformes","Psittaculidae","Alisterus","Alisterus scapularis","scapularis",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.207,"kg",,,"","",,"207","g",,"",,,,"","",,"",,,,"",0.00464128,"kg",,,"skull filling","",,"4.48","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Aprosmictus","Aprosmictus erythropterus","erythropterus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.155,"kg",,,"","",,"155","g",,"",,,,"","",,"",,,,"",0.0039886,"kg",,,"skull filling","",,"3.85","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Polytelis","Polytelis swainsonii","swainsonii",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.145,"kg",,,"","",,"145","g",,"",,,,"","",,"",,,,"",0.0034706,"kg",,,"skull filling","",,"3.35","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Polytelis","Polytelis anthopeplus","anthopeplus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.175,"kg",,,"","",,"175","g",,"",,,,"","",,"",,,,"",0.0039886,"kg",,,"skull filling","",,"3.85","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Polytelis","Polytelis alexandrae","alexandrae",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.105,"kg",,,"","",,"105","g",,"",,,,"","",,"",,,,"",0.00267288,"kg",,,"skull filling","",,"2.58","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus caledonicus","caledonicus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.128,"kg",,,"","",,"128","g",,"",,,,"","",,"",,,,"",0.00376068,"kg",,,"skull filling","",,"3.63","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus elegans","elegans",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.124,"kg",,,"","",,"124","g",,"",,,,"","",,"",,,,"",0.00391608,"kg",,,"skull filling","",,"3.78","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus eximius","eximius",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.105,"kg",,,"","",,"105","g",,"",,,,"","",,"",,,,"",0.00311836,"kg",,,"skull filling","",,"3.01","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus adscitus","adscitus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.1035,"kg",,,"","",,"103.5","g",,"",,,,"","",,"",,,,"",0.00317016,"kg",,,"skull filling","",,"3.06","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus venustus","venustus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0925,"kg",,,"","",,"92.5","g",,"",,,,"","",,"",,,,"",0.00265216,"kg",,,"skull filling","",,"2.56","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Platycercus","Platycercus icterotis","icterotis",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.065,"kg",,,"","",,"65","g",,"",,,,"","",,"",,,,"",0.00246568,"kg",,,"skull filling","",,"2.38","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Barnardius","Barnardius zonarius","zonarius",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.1416,"kg",,,"","",,"141.6","g",,"",,,,"","",,"",,,,"",0.00405076,"kg",,,"skull filling","",,"3.91","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Purpureicephalus","Purpureicephalus spurius","spurius",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.115,"kg",,,"","",,"115","g",,"",,,,"","",,"",,,,"",0.00361564,"kg",,,"skull filling","",,"3.49","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Northiella","Northiella haematogaster","haematogaster",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.078,"kg",,,"","",,"78","g",,"",,,,"","",,"",,,,"",0.0024864,"kg",,,"skull filling","",,"2.4","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Lathamus","Lathamus discolor","discolor",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.065,"kg",,,"","",,"65","g",,"",,,,"","",,"",,,,"",0.00245532,"kg",,,"skull filling","",,"2.37","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Psephotus","Psephotus haematonotus","haematonotus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0625,"kg",,,"","",,"62.5","g",,"",,,,"","",,"",,,,"",0.00204092,"kg",,,"skull filling","",,"1.97","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Psephotus","Psephotus varius","varius",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.055,"kg",,,"","",,"55","g",,"",,,,"","",,"",,,,"",0.00185444,"kg",,,"skull filling","",,"1.79","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Psephotus","Psephotus chrysopterygius","chrysopterygius",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.04115,"kg",,,"","",,"41.15","g",,"",,,,"","",,"",,,,"",0.0014504,"kg",,,"skull filling","",,"1.4","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Psephotus","Psephotus dissimilis","dissimilis",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0475,"kg",,,"","",,"47.5","g",,"",,,,"","",,"",,,,"",0.00180264,"kg",,,"skull filling","",,"1.74","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Melopsittacus","Melopsittacus undulatus","undulatus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.026,"kg",,,"","",,"26","g",,"",,,,"","",,"",,,,"",0.001554,"kg",,,"skull filling","",,"1.5","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Neopsephotus","Neopsephotus bourkii","bourkii",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.045,"kg",,,"","",,"45","g",,"",,,,"","",,"",,,,"",0.001295,"kg",,,"skull filling","",,"1.25","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema chrysostoma","chrysostoma",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.055,"kg",,,"","",,"55","g",,"",,,,"","",,"",,,,"",0.00159544,"kg",,,"skull filling","",,"1.54","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema elegans","elegans",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0425,"kg",,,"","",,"42.5","g",,"",,,,"","",,"",,,,"",0.00132608,"kg",,,"skull filling","",,"1.28","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema petrophila","petrophila",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.055,"kg",,,"","",,"55","g",,"",,,,"","",,"",,,,"",0.0017612,"kg",,,"skull filling","",,"1.7","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema pulchella","pulchella",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.04,"kg",,,"","",,"40","g",,"",,,,"","",,"",,,,"",0.00133644,"kg",,,"skull filling","",,"1.29","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Neophema","Neophema splendida","splendida",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0385,"kg",,,"","",,"38.5","g",,"",,,,"","",,"",,,,"",0.00132608,"kg",,,"skull filling","",,"1.28","ml"
"Chordata","Aves","Psittaciformes","Psittaculidae","Pezoporus","Pezoporus wallicus","wallicus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0775,"kg",,,"","",,"77.5","g",,"",,,,"","",,"",,,,"",0.00275576,"kg",,,"skull filling","",,"2.66","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Centropus","Centropus phasianinus","phasianinus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.377,"kg",,,"","",,"377","g",,"",,,,"","",,"",,,,"",0.00426832,"kg",,,"skull filling","",,"4.12","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Eudynamys","Eudynamys orientalis","orientalis",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.243,"kg",,,"","",,"243","g",,"",,,,"","",,"",,,,"",0.00254856,"kg",,,"skull filling","",,"2.46","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Scythrops","Scythrops novaehollandiae","novaehollandiae",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.7475,"kg",,,"","",,"747.5","g",,"",,,,"","",,"",,,,"",0.0055426,"kg",,,"skull filling","",,"5.35","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Chrysococcyx","Chrysococcyx basalis","basalis",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0245,"kg",,,"","",,"24.5","g",,"",,,,"","",,"",,,,"",0.00064232,"kg",,,"skull filling","",,"0.62","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Chrysococcyx","Chrysococcyx osculans","osculans",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.032,"kg",,,"","",,"32","g",,"",,,,"","",,"",,,,"",0.00075628,"kg",,,"skull filling","",,"0.73","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Chrysococcyx","Chrysococcyx lucidus","lucidus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.025,"kg",,,"","",,"25","g",,"",,,,"","",,"",,,,"",0.00071484,"kg",,,"skull filling","",,"0.69","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Chrysococcyx","Chrysococcyx minutillus","minutillus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.017,"kg",,,"","",,"17","g",,"",,,,"","",,"",,,,"",0.00060088,"kg",,,"skull filling","",,"0.58","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Cacomantis castaneiventris","castaneiventris",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.03,"kg",,,"","",,"30","g",,"",,,,"","",,"",,,,"",0.0009842,"kg",,,"skull filling","",,"0.95","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Cacomantis flabelliformis","flabelliformis",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0538,"kg",,,"","",,"53.8","g",,"",,,,"","",,"",,,,"",0.00112924,"kg",,,"skull filling","",,"1.09","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Cacomantis variolosus","variolosus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.038,"kg",,,"","",,"38","g",,"",,,,"","",,"",,,,"",0.00100492,"kg",,,"skull filling","",,"0.97","ml"
"Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Cacomantis pallidus","pallidus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0905,"kg",,,"","",,"90.5","g",,"",,,,"","",,"",,,,"",0.00148148,"kg",,,"skull filling","",,"1.43","ml"
"Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox strenua","strenua",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",1.35,"kg",,,"","",,"1350","g",,"",,,,"","",,"",,,,"",0.01185184,"kg",,,"skull filling","",,"11.44","ml"
"Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox rufa","rufa",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.82,"kg",,,"","",,"820","g",,"",,,,"","",,"",,,,"",0.00873348,"kg",,,"skull filling","",,"8.43","ml"
"Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox connivens","connivens",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.522,"kg",,,"","",,"522","g",,"",,,,"","",,"",,,,"",0.0066304,"kg",,,"skull filling","",,"6.4","ml"
"Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox novaeseelandiae","novaeseelandiae",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.234,"kg",,,"","",,"234","g",,"",,,,"","",,"",,,,"",0.00572908,"kg",,,"skull filling","",,"5.53","ml"
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto tenebricosa","tenebricosa",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.585,"kg",,,"","",,"585","g",,"",,,,"","",,"",,,,"",0.0131572,"kg",,,"skull filling","",,"12.7","ml"
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto novaehollandiae","novaehollandiae",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.593,"kg",,,"","",,"593","g",,"",,,,"","",,"",,,,"",0.00877492,"kg",,,"skull filling","",,"8.47","ml"
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto javanica","javanica",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.36,"kg",,,"","",,"360","g",,"",,,,"","",,"",,,,"",0.00674436,"kg",,,"skull filling","",,"6.51","ml"
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto longimembris","longimembris",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.3715,"kg",,,"","",,"371.5","g",,"",,,,"","",,"",,,,"",0.00541828,"kg",,,"skull filling","",,"5.23","ml"
"Chordata","Aves","Coraciiformes","Alcedinidae","Ceyx","Ceyx azureus","azureus",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.035,"kg",,,"","",,"35","g",,"",,,,"","",,"",,,,"",0.00101528,"kg",,,"skull filling","",,"0.98","ml"
"Chordata","Aves","Coraciiformes","Alcedinidae","Tanysiptera","Tanysiptera sylvia","sylvia",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.047,"kg",,,"","",,"47","g",,"",,,,"","",,"",,,,"",0.00118104,"kg",,,"skull filling","",,"1.14","ml"
"Chordata","Aves","Coraciiformes","Alcedinidae","Dacelo","Dacelo novaeguineae","novaeguineae",,1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.281,"kg",,,"","",,"281","g",,"",,,,"","",,"",,,,"",0.00446516,"kg",,,"skull filling","",,"4.31","ml"
