"observationID","ignore","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
263,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","male","body mass",0.456,"kg",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
263,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","male","brain size",4.23,"g",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
264,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","capensis","female","body mass",2.93,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
264,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","capensis","female","brain size",10.23,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
265,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","arcticus","female","body mass",1.901,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
265,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","arcticus","female","brain size",14.36,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
266,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","arcticus","male","body mass",2.64,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
266,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","arcticus","male","brain size",13.9,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
267,"","Chordata","Mammalia","Rodentia","Cricetidae","Lemmus","trimucronatus","female","body mass",0.032,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
267,"","Chordata","Mammalia","Rodentia","Cricetidae","Lemmus","trimucronatus","female","brain size",1.126,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
268,"","Chordata","Mammalia","Rodentia","Cricetidae","Lemmus","trimucronatus","male","body mass",0.048,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
268,"","Chordata","Mammalia","Rodentia","Cricetidae","Lemmus","trimucronatus","male","brain size",1.312,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
269,"","Chordata","Mammalia","Rodentia","Cricetidae","Dicrostonyx","groenlandicus","male","body mass",0.0521,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
269,"","Chordata","Mammalia","Rodentia","Cricetidae","Dicrostonyx","groenlandicus","male","brain size",0.8983,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
270,"","Chordata","Mammalia","Rodentia","Cricetidae","Dicrostonyx","groenlandicus","","body mass",0.0552,"kg",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
270,"","Chordata","Mammalia","Rodentia","Cricetidae","Dicrostonyx","groenlandicus","","brain size",0.8447,"g",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
271,"","Chordata","Mammalia","Rodentia","Muridae","Mastomys","coucha","male","body mass",0.0218,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
271,"","Chordata","Mammalia","Rodentia","Muridae","Mastomys","coucha","male","brain size",0.7132,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
272,"","Chordata","Mammalia","Rodentia","Dipodidae","Zapus","hudsonicus","female","body mass",0.0193,"kg",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
272,"","Chordata","Mammalia","Rodentia","Dipodidae","Zapus","hudsonicus","female","brain size",0.6961,"g",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
273,"","Chordata","Mammalia","Rodentia","Dipodidae","Zapus","hudsonicus","male","body mass",0.0152,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
273,"","Chordata","Mammalia","Rodentia","Dipodidae","Zapus","hudsonicus","male","brain size",0.522,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
274,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","drummondi","male","body mass",0.0237,"kg",,,67,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
274,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","drummondi","male","brain size",0.6606,"g",,,67,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
275,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","drummondi","female","body mass",0.0229,"kg",,,42,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
275,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","drummondi","female","brain size",0.6464,"g",,,42,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
276,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","drummondi","female","body mass",0.0325,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
276,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","drummondi","female","brain size",0.6724,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
277,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","female","body mass",0.0252,"kg",,,42,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
277,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","female","brain size",0.7166,"g",,,42,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
278,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","male","body mass",0.0279,"kg",,,53,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
278,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","male","brain size",0.7394,"g",,,53,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
279,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","female","body mass",0.0413,"kg",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
279,"","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","female","brain size",0.7635,"g",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
280,"","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","sp.","male","body mass",0.0122,"kg",,,14,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
280,"","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","sp.","male","brain size",0.407,"g",,,14,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
281,"","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","sp.","female","body mass",0.0184,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
281,"","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","sp.","female","brain size",0.4511,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
282,"","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","sp.","female","body mass",0.02,"kg",,,8,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
282,"","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","sp.","female","brain size",0.443,"g",,,8,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
283,"","Chordata","Mammalia","Rodentia","Cricetidae","Ondatra","zibethicus","male","body mass",0.9,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
283,"","Chordata","Mammalia","Rodentia","Cricetidae","Ondatra","zibethicus","male","brain size",5.33,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
284,"","Chordata","Mammalia","Rodentia","Erethizontidae","Erethizon","dorsatum","female","body mass",2.8,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
284,"","Chordata","Mammalia","Rodentia","Erethizontidae","Erethizon","dorsatum","female","brain size",30.77,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
285,"","Chordata","Mammalia","Rodentia","Erethizontidae","Erethizon","dorsatum","female","body mass",2.725,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
285,"","Chordata","Mammalia","Rodentia","Erethizontidae","Erethizon","dorsatum","female","brain size",21.22,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
286,"","Chordata","Mammalia","Rodentia","Erethizontidae","Erethizon","dorsatum","male","body mass",3.41,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
286,"","Chordata","Mammalia","Rodentia","Erethizontidae","Erethizon","dorsatum","male","brain size",19.15,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
287,"","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni ","male","brain size",5.6,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
288,"","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus ","audubonii","male","brain size",7.25,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
289,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","sp.","male","body mass",3.68,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
289,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","sp.","male","brain size",10.59,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
290,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","sp.","female","body mass",2.587,"kg",,,22,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
290,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","sp.","female","brain size",10.14,"g",,,22,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
291,"","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","female","brain size",12,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
292,"","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","gabbi","","body mass",0.439,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
292,"","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","gabbi","","brain size",4.5,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
293,"","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma","sp.","male","brain size",2.2,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
294,"","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma","sp.","female","brain size",1.87,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
295,"","Chordata","Mammalia","Rodentia","Muridae","Rattus","norvegicus","female","body mass",0.197,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
295,"","Chordata","Mammalia","Rodentia","Muridae","Rattus","norvegicus","female","brain size",1.61,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
296,"","Chordata","Mammalia","Rodentia","Muridae","Rattus","norvegicus","male","body mass",0.278,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
296,"","Chordata","Mammalia","Rodentia","Muridae","Rattus","norvegicus","male","brain size",2.3,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
297,"","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","aberti","male","brain size",6.25,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
298,"","Chordata","Mammalia","Rodentia","Sciuridae","Callospermophilus","sp.","male","brain size",3,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
299,"","Chordata","Mammalia","Rodentia","Sciuridae","Spermophilus","tridecemlineatus","male","brain size",2,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
300,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","female","body mass",0.248,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
300,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","female","brain size",5.02,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
301,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","male","body mass",0.183,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
301,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","male","brain size",4.71,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
302,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","female","body mass",0.169,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
302,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","female","brain size",4.21,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
303,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","male","body mass",0.183,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
303,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","male","brain size",3.97,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
304,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","male","body mass",0.063,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
304,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","male","brain size",4.09,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
305,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","female","brain size",4.3,"g",,,7,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
306,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus","male","brain size",4.4,"g",,,7,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
307,"","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","bison","male","body mass",54.88,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
307,"","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","bison","male","brain size",334,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
308,"","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","male","body mass",750,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
308,"","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","male","brain size",640,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
309,"","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","female","body mass",572,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
309,"","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","female","brain size",642,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
310,"","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","male","body mass",759,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
310,"","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","male","brain size",653,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
311,"","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","sylvaticus","female","body mass",35.38,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
311,"","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","sylvaticus","female","brain size",140,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
312,"","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","sylvaticus","male","body mass",53.07,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
312,"","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","sylvaticus","male","brain size",190,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
313,"","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","female","body mass",71.7,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
313,"","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","female","brain size",278,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
314,"","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","male","body mass",128.47,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
314,"","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","male","brain size",306,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
315,"","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","male","body mass",62.14,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
315,"","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","male","brain size",285,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
316,"data added","Chordata","Mammalia","Primates","Atelidae","Ateles","geoffroyi","male","body mass",8.912,"kg",,,,"",,"",,"","",
316,"data added","Chordata","Mammalia","Primates","Atelidae","Ateles","geoffroyi","male","brain size",102.9,"g",,,,"",,"",,"","",
